list1 ;list2 ;list3 ;list4 ;list5;list6;list7;list8;list9;list10 ;list11;list12;list13 ;list14 ;list15;list16 ;list17;list18 ;list19;list20 
74;58;35;18;73;62;44;15;32;53;51;48;79;57;14;59;31;1;54;69
21;4;48;80;79;28;18;75;32;29;14;22;11;77;2;69;50;40;9;10
32;31;72;43;59;7;35;77;9;61;5;3;33;51;48;40;16;39;58;64
17;69;77;26;47;4;27;66;41;39;19;2;45;48;50;16;54;35;46;14
24;41;77;75;4;25;58;63;35;13;67;45;39;60;9;56;38;10;72;70
19;69;7;74;23;15;27;80;50;1;46;38;31;78;21;55;73;29;37;58
10;52;57;16;76;14;23;6;78;11;44;31;65;38;56;69;47;5;68;67
49;26;72;65;30;61;76;21;77;79;25;71;31;18;45;57;74;59;62;53
57;72;69;71;80;15;19;29;41;45;16;17;79;76;52;67;1;70;50;10
75;61;79;54;72;16;27;17;42;77;12;47;32;43;34;14;2;7;28;5
74;7;70;75;79;12;60;58;11;14;8;40;66;30;53;23;10;35;51;24
62;7;52;61;44;26;37;64;4;38;9;72;34;35;65;22;36;47;50;14
73;64;68;28;20;41;53;2;56;3;54;36;46;25;72;35;74;59;34;11
39;77;44;67;30;61;62;12;63;74;26;7;55;36;17;8;80;43;56;29
43;66;20;79;40;1;67;77;71;50;42;15;28;36;69;80;45;51;74;59
24;34;36;11;70;74;1;60;8;4;71;9;54;58;76;5;23;44;78;3
70;73;55;60;58;18;71;45;7;44;59;4;41;67;61;40;9;24;26;37
39;80;51;27;2;64;33;57;74;77;19;78;71;9;5;53;55;52;34;42
35;61;80;2;24;27;15;49;12;64;36;16;5;33;55;23;63;58;67;51
3;31;63;43;56;2;67;33;46;79;69;65;38;17;61;6;47;20;62;71
15;57;52;20;76;74;36;1;61;58;12;3;50;11;77;62;28;53;42;2
44;7;53;8;71;61;49;28;9;5;45;6;14;19;27;50;26;37;40;54
33;34;62;16;46;6;60;50;47;17;66;9;26;4;51;25;57;76;43;5
68;75;19;57;63;48;34;30;2;40;58;37;55;42;32;74;35;5;52;76
65;31;1;24;48;60;19;44;30;16;78;15;7;34;39;76;5;46;3;28
13;43;7;24;42;29;35;40;51;37;12;65;55;49;72;73;16;47;58;59
12;72;52;39;43;42;7;64;46;35;78;20;44;79;26;17;65;34;2;58
60;58;28;24;11;34;70;79;36;73;68;2;16;6;40;44;80;18;13;39
55;45;75;76;17;19;12;6;80;31;4;65;51;67;42;72;28;73;22;30
61;32;10;4;3;56;38;52;64;76;50;44;16;23;8;59;48;57;41;6
48;34;25;35;65;33;41;80;73;64;66;24;38;69;76;47;4;1;43;56
6;33;61;75;36;23;26;49;39;77;30;11;74;43;48;45;25;59;76;29
73;19;2;6;33;77;68;8;80;11;38;64;72;7;39;53;65;35;75;54
48;38;66;34;12;19;32;22;57;25;28;30;35;70;80;62;71;59;65;2
9;18;42;80;31;1;15;78;3;38;24;56;58;44;7;74;66;59;14;11
3;72;23;19;34;73;6;52;16;47;5;61;62;59;31;76;15;26;70;28
58;46;9;57;33;67;12;34;16;5;41;19;10;55;70;17;50;56;42;11
17;74;30;57;19;15;70;73;26;41;67;34;79;45;7;2;4;75;43;22
49;42;12;29;62;59;11;26;64;7;48;8;35;78;52;56;17;72;33;63
61;42;14;26;36;75;80;55;51;29;72;31;45;11;44;19;7;65;68;50
5;25;21;38;4;42;72;70;74;59;55;34;35;15;50;16;11;47;60;7
26;60;45;36;47;72;78;52;35;79;65;64;75;66;24;49;73;15;69;55
55;60;71;57;59;25;69;68;67;16;6;64;42;76;8;52;11;58;40;26
75;46;37;23;73;53;12;64;52;61;62;54;27;31;28;11;9;17;7;59
37;5;78;60;31;61;24;26;12;75;70;59;47;13;58;57;32;44;39;53
62;61;79;12;26;19;60;24;76;41;14;77;35;16;51;45;21;15;52;44
20;66;44;12;37;11;42;40;64;76;13;60;14;36;43;45;62;51;29;58
24;13;78;29;16;8;22;37;69;21;79;57;34;63;17;35;12;7;55;11
64;63;66;69;15;27;53;11;58;47;14;19;28;56;12;48;37;38;23;61
56;20;63;28;26;75;38;6;13;19;77;59;54;1;24;49;46;10;55;16
12;1;3;9;41;65;80;64;78;14;20;30;11;52;4;77;58;16;56;31
68;76;74;14;61;43;78;36;17;32;60;27;73;18;58;56;38;59;16;42
34;72;71;44;69;65;12;53;3;61;18;24;31;19;45;50;74;80;28;17
66;21;14;64;9;52;25;35;42;12;24;65;11;26;75;19;60;56;69;23
25;63;57;58;62;22;16;31;24;41;11;14;29;78;21;77;39;18;46;28
26;50;20;51;31;24;54;39;43;69;76;53;25;56;16;78;18;4;65;46
58;33;6;9;49;41;25;70;36;15;77;55;73;27;5;17;43;47;63;18
66;69;64;30;62;54;20;39;15;65;71;28;18;29;6;26;80;35;72;23
32;55;17;10;56;34;6;25;69;59;26;79;70;43;45;60;40;36;49;39
74;26;28;70;44;59;33;62;60;24;50;11;51;42;5;56;4;27;15;8
26;21;15;3;10;48;34;54;22;60;55;69;2;63;16;65;74;14;5;12
70;3;67;75;74;2;49;21;42;73;41;33;11;46;6;29;12;59;23;45
21;46;43;52;74;38;23;59;7;29;39;50;40;48;79;65;76;47;73;75
48;7;5;61;1;71;77;69;6;30;15;67;64;13;17;22;46;33;70;62
22;74;57;34;54;60;18;24;75;29;47;14;37;68;44;48;7;10;43;39
24;46;28;54;59;40;39;69;73;68;34;76;6;31;57;71;32;11;70;77
53;49;63;14;9;45;67;6;5;36;69;44;62;78;23;3;42;74;54;39
65;38;42;7;5;6;45;37;62;54;24;57;52;27;70;10;67;58;39;63
27;29;68;51;13;48;41;17;6;46;56;26;70;33;60;11;57;25;37;18
9;19;44;2;28;76;21;74;11;48;59;15;80;65;34;69;37;3;50;32
6;11;55;28;1;18;37;80;29;42;43;69;53;16;76;51;4;65;21;44
3;42;2;80;16;79;39;50;29;31;17;49;37;78;10;76;7;46;68;77
12;14;8;40;36;69;15;61;64;62;19;74;63;50;68;49;67;71;32;66
33;47;8;16;4;44;70;62;56;61;68;72;24;20;52;77;22;78;11;42
56;72;76;13;7;18;65;42;55;29;36;48;49;34;50;60;35;27;40;71
28;73;36;25;46;71;74;59;37;68;8;62;56;4;50;22;75;6;12;11
17;66;71;22;73;53;10;69;39;4;18;79;57;60;62;33;25;8;6;34
14;45;34;29;77;52;8;25;18;72;10;35;12;69;31;58;15;56;68;71
52;55;19;76;29;4;53;27;1;39;31;78;30;28;17;25;61;38;67;20
45;48;3;15;62;67;16;31;7;23;73;58;79;49;57;10;13;55;70;14
40;46;43;23;5;68;52;77;16;62;20;30;66;48;31;50;18;21;65;74
12;80;27;20;40;50;76;47;56;59;36;39;48;28;5;22;49;44;71;41
45;53;42;60;64;51;47;7;17;49;9;35;19;34;54;55;40;6;26;28
76;43;41;68;20;45;57;56;3;22;36;37;30;33;55;2;4;21;49;12
29;20;40;2;72;25;68;22;51;10;31;32;12;64;37;27;16;70;13;42
49;25;38;20;36;45;5;67;56;37;44;10;23;78;53;54;71;32;46;77
72;77;45;28;67;23;4;64;74;54;17;8;37;48;38;68;29;13;19;20
79;69;44;46;77;48;39;8;57;60;80;55;35;27;4;3;78;16;7;24
68;59;58;19;8;46;37;33;55;4;45;5;67;23;50;17;30;48;12;7
1;74;70;50;24;79;41;71;18;12;35;58;39;67;31;64;3;62;48;23
4;18;59;17;40;68;66;30;9;11;80;33;26;58;75;6;14;70;21;64
66;77;17;64;46;1;50;32;13;33;54;31;29;58;78;40;62;11;76;8
70;43;45;75;78;16;27;69;62;5;4;40;32;24;41;29;1;74;23;54
6;38;40;46;72;37;25;63;67;62;53;3;78;9;77;28;59;49;79;15
22;1;27;16;14;26;20;35;41;49;72;9;32;48;43;75;57;65;51;24
62;10;59;20;30;61;32;27;58;65;12;45;64;44;9;23;77;21;71;79
55;69;42;9;79;8;21;38;16;13;66;77;39;37;31;59;10;11;24;6
30;59;11;80;74;1;39;38;36;55;22;41;17;48;21;23;47;62;60;16
7;77;60;26;70;48;42;73;17;68;54;40;30;50;37;25;46;76;4;53
14;15;60;26;13;71;38;46;66;5;44;10;19;7;20;74;67;76;28;36
67;68;33;44;41;3;59;28;37;5;50;53;70;8;51;32;71;34;76;20
53;30;76;69;6;4;78;52;65;54;42;39;67;32;77;79;35;17;50;27
27;57;34;44;61;7;9;3;20;24;79;29;16;71;74;64;2;41;18;45
41;79;32;51;45;42;67;24;62;69;29;61;25;11;48;10;73;18;56;33
58;17;25;60;36;56;11;44;15;48;70;76;37;22;53;28;79;73;42;45
69;25;75;70;59;12;37;50;79;31;44;10;18;38;72;55;11;47;15;35
78;54;80;49;66;43;62;24;71;69;21;55;75;26;45;60;44;19;6;23
3;66;60;50;28;80;14;65;20;13;8;33;18;79;9;37;67;68;46;53
3;36;35;15;21;70;40;67;58;62;10;42;17;47;7;5;78;29;55;23
42;8;53;32;28;50;34;37;55;69;75;40;44;52;16;78;73;59;66;74
37;79;66;22;51;45;75;7;60;2;63;49;39;12;38;3;35;30;68;4
19;3;16;4;33;69;27;35;57;49;47;26;22;43;54;23;6;40;24;9
31;62;22;26;56;15;33;47;21;34;19;75;10;17;77;65;40;50;36;53
31;77;57;60;11;14;40;34;35;65;22;3;58;63;19;68;71;39;6;61
27;53;15;70;64;17;75;3;49;5;59;12;18;46;35;25;29;57;24;69
14;46;13;5;45;80;56;52;22;54;8;20;63;44;72;43;31;15;55;39
46;44;27;42;3;73;26;25;47;18;60;59;6;10;14;21;57;71;69;54
31;45;24;69;21;1;59;5;12;26;63;67;55;11;66;52;41;14;40;27
9;13;75;25;78;49;21;17;80;58;72;76;63;73;19;50;37;16;66;39
44;9;58;3;32;34;13;16;51;78;17;24;49;46;28;1;30;10;5;29
2;34;59;60;17;58;7;74;68;21;11;79;73;35;69;48;25;4;39;9
49;16;1;9;61;38;77;33;34;22;7;10;31;64;3;14;13;45;78;43
57;33;16;32;13;21;40;50;43;54;47;71;67;66;52;9;20;61;11;24
28;61;58;42;37;78;73;54;60;76;55;71;22;15;11;29;8;30;51;80
64;44;78;26;67;48;17;28;72;15;31;5;39;45;14;58;13;49;32;62
1;43;30;50;57;2;22;17;52;63;14;3;68;76;15;27;13;39;77;7
53;79;48;50;21;12;31;35;7;56;69;1;29;64;57;55;73;10;43;72
78;28;10;16;51;55;66;39;65;4;8;46;53;42;25;27;71;76;37;56
18;14;65;63;51;29;68;41;42;64;77;48;57;73;59;21;10;54;4;39
9;76;13;61;6;42;43;49;50;45;34;71;28;75;14;32;68;22;55;47
50;25;51;55;39;40;6;57;8;37;62;17;15;44;69;2;43;16;52;19
22;17;35;3;26;43;66;37;47;5;76;58;78;80;60;69;32;7;46;25
55;40;14;53;57;76;49;13;71;61;52;27;50;75;33;44;65;3;63;22
40;18;32;50;39;16;13;30;49;69;76;4;27;79;47;43;24;11;1;17
53;45;63;26;54;60;56;43;13;68;61;49;65;66;31;76;34;77;72;16
39;73;30;79;7;54;41;40;20;21;36;70;10;59;1;42;49;72;29;69
12;36;15;65;19;17;31;68;44;67;48;80;49;76;42;41;70;20;1;3
42;13;35;55;65;9;25;77;56;7;45;71;72;49;29;79;20;10;41;50
42;30;78;13;62;31;5;16;58;6;68;65;48;73;49;15;55;34;60;33
58;62;75;51;60;40;5;17;38;68;42;49;61;72;12;14;35;52;57;47
37;75;28;1;10;78;61;52;55;42;50;46;16;44;32;17;33;15;13;22
47;71;9;31;51;42;78;46;60;20;69;15;16;44;52;21;45;41;4;76
23;12;57;21;80;30;78;33;36;59;50;13;5;24;14;7;28;48;29;53
10;2;55;24;70;16;75;30;36;40;21;77;44;50;74;11;13;78;66;34
13;12;52;16;36;46;17;72;11;67;77;74;79;34;55;8;44;30;31;51
34;68;48;41;19;29;66;24;58;60;16;1;23;47;45;72;79;12;53;11
48;56;57;61;54;6;58;68;79;52;24;76;10;46;7;30;1;8;73;55
33;55;49;67;64;75;50;17;6;45;35;20;73;13;68;37;54;74;27;52
40;35;72;42;76;56;73;65;3;69;33;46;64;62;61;71;12;22;29;78
48;40;27;35;23;60;37;34;51;58;2;29;71;56;55;4;15;67;26;17
1;60;79;21;53;52;8;35;39;11;2;32;48;20;66;13;72;45;30;43
29;43;68;13;73;37;21;16;6;15;44;70;4;79;42;27;2;19;77;20
16;21;27;18;70;12;14;31;35;2;32;4;51;52;61;22;36;15;34;38
10;38;43;7;21;78;3;29;63;19;68;72;69;67;14;52;24;54;74;57
18;67;71;9;11;17;42;43;50;24;70;28;64;12;15;65;53;14;80;36
57;71;27;11;70;33;74;59;46;43;50;10;69;38;79;13;12;35;77;66
69;74;47;12;76;14;31;62;54;2;64;41;30;8;34;21;16;51;60;11
79;72;59;37;50;74;13;34;12;47;73;46;70;18;23;30;17;49;66;2
62;3;61;52;71;55;21;80;14;57;20;74;42;28;67;79;25;9;12;45
77;49;25;5;53;8;43;23;24;50;1;69;14;42;70;32;20;39;28;55
79;73;65;68;80;10;41;28;55;38;67;17;61;13;76;39;56;24;22;33
50;30;44;72;73;32;46;69;71;47;42;56;14;22;74;61;43;54;79;29
1;14;42;47;56;80;35;40;39;73;70;60;20;76;33;5;53;28;12;55
22;9;51;7;8;80;28;64;60;6;47;50;38;10;21;73;48;34;56;25
9;6;80;44;54;68;71;62;64;51;52;59;69;18;25;73;40;12;36;49
60;18;44;79;48;15;64;34;17;10;45;75;4;25;38;54;16;36;28;37
24;69;58;38;7;36;78;70;11;31;28;29;8;19;6;66;26;47;63;45
19;15;80;63;44;47;4;61;21;43;64;57;54;17;1;70;38;48;55;25
73;5;54;15;30;62;66;78;76;45;22;14;39;51;55;41;13;10;24;60
23;33;39;49;4;63;11;37;69;43;62;58;1;72;26;16;78;22;75;65
42;53;40;56;41;21;1;78;15;70;30;44;66;73;79;60;69;13;3;11
61;3;64;63;62;14;46;70;13;54;12;38;7;56;57;20;72;18;71;80
50;8;15;76;55;42;41;17;66;25;7;56;39;12;58;1;35;64;23;31
40;73;30;66;8;24;25;59;6;63;19;65;26;70;11;5;3;45;47;44
20;66;73;40;80;10;32;2;78;27;63;30;67;42;13;75;62;25;52;18
21;50;77;75;6;25;44;47;24;30;71;16;63;43;57;5;64;67;12;52
44;37;4;41;51;32;64;16;39;74;52;6;21;77;47;28;15;70;3;56
73;37;42;1;4;17;49;79;20;16;56;58;77;29;76;19;48;60;67;52
56;37;29;44;7;6;41;13;1;59;77;50;55;49;15;48;11;57;75;71
15;48;22;67;29;73;7;62;14;12;65;60;79;1;19;44;39;34;13;50
28;15;70;12;20;74;54;41;79;17;4;7;30;64;14;18;38;55;80;66
8;57;5;75;11;63;49;6;10;30;76;43;67;44;7;34;20;64;71;62
62;17;65;41;52;28;35;1;40;30;6;7;38;21;3;74;48;26;16;47
78;17;24;53;27;68;46;26;14;32;12;79;67;65;52;15;54;37;51;49
19;43;69;74;39;51;23;63;45;64;35;34;26;15;46;80;32;12;42;55
25;26;69;32;51;24;15;5;44;42;16;68;60;13;52;20;64;8;35;41
4;50;46;59;77;7;23;45;41;33;61;78;35;79;37;40;64;21;53;16
4;50;34;70;6;46;69;71;20;54;55;12;10;3;57;14;16;59;35;74
4;21;2;68;62;74;5;35;46;58;3;80;1;56;30;38;51;19;47;63
14;22;47;56;66;70;76;38;40;30;7;62;31;29;80;23;55;53;61;63
22;16;11;18;47;39;30;2;60;27;37;79;43;66;36;58;40;67;72;9
66;19;44;39;47;1;3;40;14;71;7;43;68;53;45;6;51;56;42;70
79;15;61;46;54;5;30;11;35;68;77;9;45;75;27;53;44;67;25;42
44;61;22;62;19;51;1;42;2;70;31;16;59;32;68;25;69;28;52;46
56;69;40;48;61;12;5;71;49;18;41;42;51;74;28;50;36;59;31;58
12;38;30;17;33;62;72;64;27;55;77;23;44;22;8;51;35;16;57;52
16;66;57;79;34;67;8;56;5;55;53;7;43;10;52;19;15;45;2;9
46;66;42;24;20;62;3;2;40;70;7;16;52;73;37;78;60;1;10;63
1;3;74;69;34;20;31;32;40;33;55;16;50;49;68;78;79;29;56;13
16;68;5;2;19;70;51;30;33;48;3;41;12;31;60;28;37;46;1;59
20;42;2;75;44;71;78;16;74;19;46;12;66;22;40;80;43;57;68;52
68;72;33;67;71;26;35;22;14;17;4;13;49;57;29;7;44;18;15;59
52;36;42;46;71;27;28;76;20;80;51;2;66;50;37;12;43;61;31;79
78;2;76;72;13;57;39;15;37;79;8;47;46;3;45;11;62;30;68;59
78;13;19;2;71;79;52;36;77;74;5;80;49;9;29;69;25;21;3;67
51;10;19;71;69;21;75;29;61;52;60;41;39;30;59;15;67;11;12;33
30;41;26;38;19;40;72;63;74;58;75;13;34;39;61;76;73;33;25;43
19;30;76;69;4;34;8;9;10;44;79;35;41;43;13;40;45;1;54;75
4;32;34;2;39;59;10;23;60;45;75;79;53;18;9;68;63;65;27;25
80;52;16;10;60;13;46;36;72;53;71;14;47;37;32;70;28;74;21;5
32;17;11;37;47;44;12;68;56;30;63;66;73;74;70;13;2;72;62;19
49;20;13;2;21;25;80;17;46;65;68;28;75;59;39;19;47;9;33;27
11;17;44;69;78;65;31;36;79;60;45;62;14;74;15;51;22;55;67;63
41;34;50;65;77;70;24;27;33;2;19;48;39;54;36;40;14;62;11;29
69;18;72;5;13;31;62;57;11;61;26;50;77;28;17;15;33;44;54;4
34;53;19;51;18;72;26;3;48;23;15;13;46;38;16;22;50;2;74;42
19;11;37;9;57;78;51;43;29;10;76;3;49;58;32;46;64;17;6;24
9;72;65;38;15;76;29;36;42;70;20;40;66;34;13;37;78;24;60;56
16;10;75;40;42;9;37;35;44;26;27;79;22;36;11;66;39;23;54;30
45;8;50;64;22;30;48;49;37;4;35;52;42;29;46;24;3;44;54;13
54;24;12;62;53;58;21;73;70;79;31;37;3;19;45;23;50;26;32;40
8;62;2;24;49;61;56;6;9;10;19;51;54;42;28;5;22;65;37;63
39;77;65;19;78;1;51;7;14;4;10;75;45;62;21;18;74;9;64;5
67;36;50;68;79;51;62;35;39;61;78;1;8;27;9;46;31;48;20;73
34;19;23;24;6;25;2;33;49;55;28;58;66;9;74;53;69;59;17;22
20;19;69;14;1;42;8;68;35;33;6;47;13;2;52;21;62;50;51;26
1;71;35;62;32;27;58;59;67;43;49;17;41;11;34;50;23;75;76;36
68;46;45;11;35;19;42;7;38;26;51;37;63;5;59;74;67;21;57;49
41;1;49;24;25;61;21;42;48;79;70;9;15;37;67;22;80;69;36;30
57;72;28;36;23;56;60;77;1;31;58;10;30;46;67;19;55;61;40;5
7;37;53;28;21;64;36;55;35;60;4;5;73;23;40;80;66;26;42;48
48;38;66;34;78;18;31;24;60;11;23;79;21;50;35;22;51;70;30;62
23;1;59;21;71;20;43;34;18;58;31;16;19;78;46;24;60;54;35;14
10;22;32;31;73;29;47;60;9;46;8;57;63;6;62;44;64;70;19;37
23;37;15;77;69;55;4;33;1;57;36;18;58;56;22;74;71;52;54;70
26;50;61;11;44;52;5;48;31;21;42;6;27;54;12;43;29;16;4;13
70;68;75;20;73;63;35;67;5;52;16;39;24;2;33;11;8;65;45;59
4;10;24;7;76;69;55;48;47;45;59;58;68;40;11;29;6;32;19;28
67;34;10;14;22;25;77;40;59;54;56;78;62;58;8;45;69;60;50;73
55;73;9;61;2;1;31;37;59;76;39;62;57;35;19;64;14;49;13;7
62;80;9;15;51;55;39;31;61;37;20;72;8;35;1;3;75;23;77;74
33;20;23;38;79;62;37;54;57;76;72;2;14;12;16;17;19;10;49;52
8;39;68;59;31;10;70;53;1;33;28;21;22;25;55;5;16;38;76;47
56;51;37;57;69;70;67;2;35;10;33;74;76;13;28;1;62;7;49;27
21;38;30;66;32;60;56;18;68;54;80;62;40;76;3;67;59;78;77;1
56;53;71;12;63;30;78;50;32;41;26;18;11;9;27;46;61;23;8;44
7;24;66;13;45;63;6;5;40;74;26;15;53;3;70;47;14;56;23;60
59;25;69;27;42;80;46;23;57;16;56;8;76;33;37;7;35;19;44;79
38;36;16;75;14;26;19;32;33;41;59;79;76;4;15;66;28;39;73;9
9;21;26;70;32;50;7;3;57;18;38;16;2;11;68;74;61;12;73;1
63;23;59;14;51;71;41;55;30;36;47;69;5;64;74;26;48;35;32;61
23;50;2;31;71;54;66;8;1;64;74;39;38;41;3;46;30;70;55;80
26;18;36;4;75;77;54;9;25;27;66;71;48;29;43;6;47;32;15;34
33;44;70;28;63;8;57;16;61;54;45;5;27;75;20;46;41;25;21;80
1;69;7;47;39;40;35;64;26;12;34;72;73;21;10;37;17;70;42;15
33;42;21;20;59;77;39;72;16;24;62;15;36;52;68;76;27;4;56;75
26;6;54;33;50;71;17;18;14;51;53;76;12;78;58;73;40;47;32;25
66;63;5;55;75;80;33;17;13;2;46;7;32;30;29;70;73;15;40;37
31;61;22;45;28;78;34;43;64;35;5;62;75;37;21;41;74;4;7;58
30;12;76;57;65;7;18;77;36;34;68;67;21;73;45;49;10;6;63;28
24;65;17;60;55;44;68;40;57;10;11;54;9;53;31;15;41;14;1;67
20;61;28;19;60;31;7;69;26;74;75;18;11;13;68;21;6;8;32;42
18;52;50;69;17;65;4;63;34;77;6;55;35;19;70;73;66;80;13;54
44;33;52;46;78;66;50;73;22;43;39;56;14;19;35;17;31;47;34;29
53;68;20;21;18;12;42;64;25;30;72;58;77;59;7;66;23;15;5;50
36;47;69;48;44;7;70;61;32;26;54;6;72;42;29;65;59;55;27;43
9;21;27;46;72;29;22;3;66;10;41;70;17;71;61;60;40;64;2;79
27;69;67;5;12;14;19;44;64;30;10;8;61;46;55;42;77;9;78;20
22;12;74;3;68;71;77;36;69;70;55;76;40;18;46;14;6;42;73;31
76;59;19;66;2;12;15;39;71;57;69;16;7;40;68;48;61;79;67;9
63;51;6;5;2;74;72;4;52;41;67;23;7;68;36;29;9;10;22;71
66;37;78;76;62;47;15;5;50;2;22;80;43;4;24;12;19;64;46;30
52;39;9;42;67;75;44;5;37;22;63;4;7;6;40;43;16;17;50;76
52;27;77;19;48;53;37;41;20;80;64;58;26;36;68;25;69;39;15;23
80;17;69;68;65;9;21;51;32;55;48;29;33;15;71;23;10;72;38;46
80;47;36;10;5;33;12;45;67;50;51;79;7;38;63;39;72;62;17;20
30;60;45;40;18;73;71;74;17;54;52;34;53;12;39;1;70;31;24;61
38;21;41;56;39;12;3;22;43;47;19;42;63;32;79;34;37;8;46;45
33;6;9;35;7;3;50;39;52;53;13;37;44;15;14;29;10;23;55;42
2;15;51;14;13;75;35;40;46;72;78;26;18;22;30;36;23;56;59;32
25;37;49;65;4;35;73;17;24;64;29;68;67;21;23;9;51;58;76;40
10;13;8;26;37;1;18;2;72;67;23;48;25;39;75;47;29;31;15;38
62;5;48;46;18;75;11;54;61;45;32;2;1;80;8;41;33;25;38;67
74;51;75;77;28;69;50;29;25;57;54;22;44;8;19;41;32;73;10;36
12;66;46;69;11;54;58;39;48;13;45;9;10;61;2;30;50;3;8;40
35;24;61;55;21;80;76;51;36;28;6;26;1;52;68;31;44;45;22;62
51;32;14;38;33;2;34;11;5;23;44;65;62;49;46;41;73;17;56;15
52;7;33;6;43;69;37;71;58;77;34;45;14;29;59;12;74;47;11;24
49;16;59;73;70;67;45;33;57;9;48;19;75;76;40;18;31;21;25;54
21;74;20;44;75;1;6;34;11;59;37;17;47;12;13;46;24;25;8;63
75;63;51;76;19;30;12;36;38;43;23;4;17;80;56;8;53;46;69;33
13;77;40;60;47;71;56;46;73;43;69;68;4;15;10;8;48;9;79;32
49;61;68;4;53;75;71;2;39;79;5;35;40;37;36;65;50;69;17;59
18;38;33;42;45;13;6;51;9;61;2;22;59;48;57;77;60;54;37;72
62;37;50;15;57;20;59;47;56;35;68;31;58;75;18;72;39;36;2;71
28;52;33;14;54;2;46;23;61;55;69;44;80;21;31;56;5;1;29;50
38;59;36;72;19;63;47;8;80;17;31;25;42;51;45;79;69;58;40;34
39;29;41;9;49;43;46;22;23;26;28;24;50;33;34;65;61;30;80;6
67;79;62;26;12;48;24;53;70;29;6;66;33;9;18;61;17;55;23;45
35;34;47;79;33;51;64;44;27;63;11;77;20;24;43;19;74;52;75;58
39;72;21;10;18;9;25;33;20;41;60;70;74;80;31;69;32;53;19;42
5;22;17;73;11;78;64;65;33;34;36;57;30;31;69;32;29;63;15;61
56;49;34;25;22;67;51;48;2;9;60;38;17;50;5;76;40;16;63;73
43;35;65;27;24;38;45;28;49;16;80;15;42;63;1;37;48;72;44;78
70;3;48;50;78;62;66;8;41;21;9;75;54;77;7;55;63;36;2;80
35;30;42;37;62;12;9;36;28;67;10;63;13;29;24;7;58;53;74;76
32;71;47;75;33;64;60;16;28;14;34;41;56;4;6;54;38;31;2;55
28;25;51;14;36;76;19;7;44;63;49;34;40;35;55;10;22;42;15;74
45;9;43;65;74;21;35;48;17;54;30;37;44;60;2;39;8;67;78;51
28;40;31;78;58;17;3;41;49;68;15;80;1;12;18;50;43;33;36;16
53;55;32;70;58;71;42;31;9;26;50;8;2;60;13;46;5;40;73;15
4;42;76;10;53;31;11;22;33;19;13;67;72;58;65;21;78;34;75;49
67;4;31;5;27;37;60;25;18;47;77;41;55;17;24;36;2;46;44;70
7;11;29;80;5;46;77;19;61;52;78;45;16;69;79;4;22;67;75;10
8;43;65;72;6;41;32;55;50;14;4;2;70;78;76;69;35;39;38;42
7;53;35;11;21;73;57;29;59;25;10;75;50;51;31;32;49;13;41;3
19;34;42;66;80;68;73;79;47;65;2;48;36;52;4;58;32;77;44;51
7;74;6;22;77;62;16;57;51;73;21;64;42;75;34;10;49;66;52;76
41;39;13;64;16;37;6;36;66;4;26;22;72;12;7;43;56;76;70;47
40;36;47;56;2;8;23;80;65;41;12;25;59;64;50;46;10;28;53;69
20;77;38;22;24;30;67;23;32;27;68;56;31;19;33;46;40;42;59;49
18;10;40;2;51;50;6;63;11;76;36;26;9;65;33;67;8;58;69;47
55;58;72;44;80;6;37;52;28;16;12;76;45;74;38;30;41;63;73;22
31;73;36;4;57;54;62;26;45;15;11;12;61;23;24;28;44;20;67;68
70;46;35;48;44;80;62;30;51;4;27;36;1;23;15;3;25;29;41;40
14;11;19;2;22;8;24;28;38;50;20;60;3;30;56;33;39;34;76;37
67;42;49;22;40;11;37;14;39;1;10;66;9;41;12;52;30;19;35;71
64;33;40;71;34;15;76;25;38;4;20;3;54;12;5;16;10;24;74;52
45;19;66;77;67;17;76;54;44;4;60;50;34;48;11;20;75;47;12;56
3;5;6;58;30;26;9;62;31;80;25;12;54;46;45;78;53;27;23;42
55;51;41;30;73;46;29;19;35;48;43;33;70;42;25;52;67;5;47;59
11;52;64;10;15;67;55;78;69;38;48;23;32;75;21;35;29;20;56;45
48;78;68;14;64;76;79;54;10;73;27;31;28;59;80;16;63;57;38;25
67;77;54;27;1;12;29;47;52;18;21;72;13;37;50;3;74;42;14;35
26;77;30;10;73;76;3;5;46;9;49;12;34;56;16;27;38;53;6;69
21;75;20;74;43;22;66;15;36;53;11;37;57;24;40;62;56;71;8;10
68;2;65;28;74;11;5;55;22;37;10;53;45;14;60;54;46;31;76;33
32;41;21;58;80;9;64;53;19;44;15;25;61;54;42;45;29;1;38;17
15;49;44;79;1;78;65;5;29;24;50;76;53;22;43;6;3;12;9;52
22;40;65;64;60;27;66;79;16;48;26;76;19;54;25;61;32;52;62;2
20;59;75;56;17;43;23;27;39;28;4;9;29;69;35;54;8;42;47;15
57;59;3;19;72;27;60;55;39;8;31;22;67;54;16;75;25;37;46;11
16;41;72;66;77;65;38;56;46;13;45;67;71;78;1;11;28;21;27;40
69;4;8;33;32;50;23;16;74;41;71;65;38;48;44;6;47;31;72;54
11;69;75;23;12;18;3;35;73;20;59;37;67;51;78;48;9;21;50;14
80;44;77;68;67;60;53;71;19;16;65;54;61;48;76;15;64;46;70;2
60;80;11;62;53;68;29;10;9;57;41;27;77;54;22;79;1;70;49;46
21;2;9;51;28;33;43;52;66;45;5;60;34;57;56;22;49;61;15;63
